cep,bairro,latitude,longitude,origem_coord,cod_territ,cre,n_inscricoes
00000000,Gardênia Azul,-22.959059,-43.349903,bairro,7.17,7,24
02104190,Maré,-22.864116,-43.238932,bairro,4.6,4,1
02107039,Penha,-22.841782,-43.283303,bairro,4.16,4,1
02146670,Maré,-22.864116,-43.238932,bairro,4.6,4,5
02167554,Guadalupe,-22.842907,-43.374425,bairro,6.15,6,1
02797053,Campo Grande,-22.897889,-43.563097,bairro,9.8,9,1
03068300,Campo Grande,-22.897889,-43.563097,bairro,9.8,9,1
04847210,Paciência,-22.917252,-43.636426,bairro,10.4,10,5
05193493,Recreio,-23.023984,-43.489959,bairro,7.28,7,4
07115030,Pavuna,-22.814166,-43.361869,bairro,6.5,6,1
08212036,Cascadura,-22.883795,-43.328866,bairro,5.16,5,2
09333601,Paciência,-22.917252,-43.636426,bairro,10.4,10,8
10861107,Del Castilho,-22.877661,-43.274774,bairro,3.14,3,5
12091765,Cosmos,-22.907817,-43.611290,bairro,9.13,9,1
12656942,Caju,-22.879781,-43.223492,bairro,1.1,1,1
13040140,Campo Grande,-22.897889,-43.563097,bairro,9.8,9,1
13056899,Madureira,-22.867698,-43.334127,bairro,5.6,5,1
13425888,Rio Comprido,-22.924233,-43.207988,bairro,1.10,1,1
13587610,Paciência,-22.917252,-43.636426,bairro,10.4,10,1
13676478,Santa Teresa,-22.928754,-43.196354,bairro,1.11,1,1
13715277,Benfica,-22.890770,-43.240562,bairro,1.2,1,1
13923220,Pavuna,-22.814166,-43.361869,bairro,6.5,6,2
16589853,Santa Cruz,-22.917144,-43.677414,bairro,10.12,10,1
16938523,Guaratiba,-22.968848,-43.611609,bairro,10.26,10,1
17969021,Pavuna,-22.814166,-43.361869,bairro,6.5,6,2
19046346,Santa Cruz,-22.917144,-43.677414,bairro,10.12,10,1
20000000,Guaratiba,-22.916111,-43.202086,prefixo3,1.9,1,8
20001000,Caju,-22.916111,-43.202086,prefixo3,1.9,1,1
20008032,Centro,-22.916111,-43.202086,prefixo3,1.9,1,1
20008117,Saúde,-22.916111,-43.202086,prefixo3,1.9,1,2
20010010,Centro,-22.916111,-43.202086,prefixo3,1.9,1,1
20010060,Leme,-22.916111,-43.202086,prefixo3,1.9,1,2
20010120,Centro,-22.916111,-43.202086,prefixo3,1.9,1,5
20016100,Campo Grande,-22.916111,-43.202086,prefixo3,1.9,1,1
20020010,Catete,-22.916111,-43.202086,prefixo3,1.9,1,1
20020063,Inhoiba,-22.916111,-43.202086,prefixo3,1.9,1,1
20021040,Glória,-22.916111,-43.202086,prefixo3,1.9,1,22
20021060,Centro,-22.916111,-43.202086,prefixo3,1.9,1,5
20021080,Centro,-22.916111,-43.202086,prefixo3,1.9,1,20
20021120,Centro,-22.916111,-43.202086,prefixo3,1.9,1,9
20021140,Glória,-22.916111,-43.202086,prefixo3,1.9,1,1
20021180,Centro,-22.916111,-43.202086,prefixo3,1.9,1,27
20021210,Centro,-22.916111,-43.202086,prefixo3,1.9,1,30
20021260,Centro,-22.916111,-43.202086,prefixo3,1.9,1,5
20021270,Centro,-22.916111,-43.202086,prefixo3,1.9,1,50
20022060,Santo Cristo,-22.916111,-43.202086,prefixo3,1.9,1,2
20030015,Centro,-22.916111,-43.202086,prefixo3,1.9,1,4
20030070,Centro,-22.916111,-43.202086,prefixo3,1.9,1,9
20030071,Centro,-22.916111,-43.202086,prefixo3,1.9,1,1
20030088,Tijuca,-22.916111,-43.202086,prefixo3,1.9,1,1
20031007,Centro,-22.916111,-43.202086,prefixo3,1.9,1,3
20031010,Centro,-22.916111,-43.202086,prefixo3,1.9,1,13
20031040,Centro,-22.916111,-43.202086,prefixo3,1.9,1,23
20031050,Centro,-22.916111,-43.202086,prefixo3,1.9,1,1
20031120,Centro,-22.916111,-43.202086,prefixo3,1.9,1,5
20031130,Centro,-22.916111,-43.202086,prefixo3,1.9,1,14
20031144,Centro,-22.916111,-43.202086,prefixo3,1.9,1,3
20031180,Centro,-22.916111,-43.202086,prefixo3,1.9,1,1
20031911,Centro,-22.916111,-43.202086,prefixo3,1.9,1,5
20032021,São Cristóvão,-22.916111,-43.202086,prefixo3,1.9,1,1
20035144,Guaratiba,-22.916111,-43.202086,prefixo3,1.9,1,1
20040003,Centro,-22.916111,-43.202086,prefixo3,1.9,1,5
20040004,Centro,-22.916111,-43.202086,prefixo3,1.9,1,1
20040007,Centro,-22.916111,-43.202086,prefixo3,1.9,1,1
20040040,Centro,-22.916111,-43.202086,prefixo3,1.9,1,4
20041002,Centro,-22.916111,-43.202086,prefixo3,1.9,1,1
20041004,Centro,-22.916111,-43.202086,prefixo3,1.9,1,5
20041210,Manguinhos,-22.916111,-43.202086,prefixo3,1.9,1,1
20041245,Bonsucesso,-22.916111,-43.202086,prefixo3,1.9,1,1
20050000,Manguinhos,-22.885812,-43.254144,prefixo5,3.12,3,2
20050002,Centro,-22.885812,-43.254144,prefixo5,3.12,3,12
20050008,Centro,-22.885812,-43.254144,prefixo5,3.12,3,3
20050030,Centro,-22.885812,-43.254144,prefixo5,3.12,3,2
20050090,Centro,-22.885812,-43.254144,prefixo5,3.12,3,5
20050093,Centro,-22.885812,-43.254144,prefixo5,3.12,3,6
20050190,Centro,-22.885812,-43.254144,prefixo5,3.12,3,5
20050971,Campo Grande,-22.885812,-43.254144,prefixo5,3.12,3,2
20051011,Centro,-22.916111,-43.202086,prefixo3,1.9,1,14
20051030,Centro,-22.916111,-43.202086,prefixo3,1.9,1,1
20051040,Centro,-22.916111,-43.202086,prefixo3,1.9,1,6
20051070,Centro,-22.916111,-43.202086,prefixo3,1.9,1,7
20060010,Centro,-22.907922,-43.185300,prefixo5,1.7,1,12
20060040,Centro,-22.907922,-43.185300,prefixo5,1.7,1,1
20060060,Centro,-22.907922,-43.185300,prefixo5,1.7,1,12
20060070,Centro,-22.907922,-43.185300,prefixo5,1.7,1,37
20060080,Centro,-22.907922,-43.185300,cep_exato,1.7,1,7
20060120,Ramos,-22.907922,-43.185300,prefixo5,1.7,1,1
20061020,Inhaúma,-22.916111,-43.202086,prefixo3,1.9,1,2
20061030,Centro,-22.916111,-43.202086,prefixo3,1.9,1,4
20061170,Saúde,-22.916111,-43.202086,prefixo3,1.9,1,1
20061300,Inhaúma,-22.916111,-43.202086,prefixo3,1.9,1,3
20070022,Centro,-22.916111,-43.202086,prefixo3,1.9,1,5
20070030,Centro,-22.916111,-43.202086,prefixo3,1.9,1,1
20070060,Centro,-22.916111,-43.202086,prefixo3,1.9,1,3
20070420,Campo Grande,-22.916111,-43.202086,prefixo3,1.9,1,1
20071060,Copacabana,-22.907123,-43.195068,prefixo5,1.7,1,2
20071485,Olaria,-22.907123,-43.195068,prefixo5,1.7,1,1
20073012,Benfica,-22.916111,-43.202086,prefixo3,1.9,1,2
20073320,Campo Grande,-22.916111,-43.202086,prefixo3,1.9,1,1
20076072,Pilares,-22.916111,-43.202086,prefixo3,1.9,1,1
20080001,Centro,-22.982712,-43.192210,prefixo5,2.4,2,4
20080002,Centro,-22.982712,-43.192210,prefixo5,2.4,2,97
20080004,Centro,-22.982712,-43.192210,prefixo5,2.4,2,2
20080005,Centro,-22.982712,-43.192210,prefixo5,2.4,2,12
20080010,Centro,-22.982712,-43.192210,prefixo5,2.4,2,2
20080011,Centro,-22.982712,-43.192210,prefixo5,2.4,2,2
20080020,Centro,-22.982712,-43.192210,prefixo5,2.4,2,14
20080021,Centro,-22.982712,-43.192210,prefixo5,2.4,2,9
20080031,Centro,-22.982712,-43.192210,prefixo5,2.4,2,1
20080032,Centro,-22.982712,-43.192210,prefixo5,2.4,2,6
20080060,Centro,-22.982712,-43.192210,prefixo5,2.4,2,8
20080070,Centro,-22.982712,-43.192210,prefixo5,2.4,2,38
20080080,Saúde,-22.982712,-43.192210,prefixo5,2.4,2,19
20080090,Saúde,-22.982712,-43.192210,prefixo5,2.4,2,2
20080101,Centro,-22.982712,-43.192210,prefixo5,2.4,2,22
20080102,Centro,-22.982712,-43.192210,prefixo5,2.4,2,12
20081000,Centro,-22.896988,-43.183707,prefixo5,1.6,1,2
20081040,Saúde,-22.896988,-43.183707,prefixo5,1.6,1,16
20081080,Saúde,-22.896988,-43.183707,prefixo5,1.6,1,4
20081090,Saúde,-22.896988,-43.183707,prefixo5,1.6,1,10
20081100,Saúde,-22.896988,-43.183707,prefixo5,1.6,1,6
20081130,Saúde,-22.896988,-43.183707,prefixo5,1.6,1,26
20081140,Saúde,-22.896988,-43.183707,prefixo5,1.6,1,6
20081150,Saúde,-22.896988,-43.183707,prefixo5,1.6,1,3
20081170,Saúde,-22.896988,-43.183707,prefixo5,1.6,1,34
20081190,Saúde,-22.896988,-43.183707,prefixo5,1.6,1,3
20081220,Saúde,-22.896988,-43.183707,prefixo5,1.6,1,4
20081230,Saúde,-22.896988,-43.183707,prefixo5,1.6,1,4
20081250,Centro,-22.896988,-43.183707,prefixo5,1.6,1,9
20081261,Saúde,-22.896988,-43.183707,prefixo5,1.6,1,21
20081262,Saúde,-22.896988,-43.183707,prefixo5,1.6,1,4
20081280,Saúde,-22.896988,-43.183707,prefixo5,1.6,1,5
20081290,Saúde,-22.896988,-43.183707,prefixo5,1.6,1,1
20081300,Saúde,-22.896988,-43.183707,prefixo5,1.6,1,9
20081311,Saúde,-22.896988,-43.183707,prefixo5,1.6,1,34
20081312,Saúde,-22.896988,-43.183707,prefixo5,1.6,1,12
20090070,Centro,-22.916111,-43.202086,prefixo3,1.9,1,6
20091007,Centro,-22.916111,-43.202086,prefixo3,1.9,1,3
20091020,Centro,-22.916111,-43.202086,prefixo3,1.9,1,1
20093100,Caju,-22.916111,-43.202086,prefixo3,1.9,1,1
20107048,Penha,-22.841782,-43.283303,bairro,4.16,4,1
20110052,Cidade Nova,-22.911960,-43.195342,bairro,1.9,1,1
20110180,São Cristóvão,-22.899469,-43.230134,bairro,1.4,1,1
20112021,Cordovil,-22.824096,-43.299979,bairro,4.21,4,1
20140390,Água Santa,-22.904717,-43.311093,bairro,3.7,3,3
20160280,Rio Comprido,-22.924233,-43.207988,bairro,1.10,1,2
20161230,Rio Comprido,-22.924233,-43.207988,bairro,1.10,1,1
20173312,Olaria,-22.848130,-43.270435,bairro,4.15,4,10
20175030,Engenho Novo,-22.906913,-43.266922,bairro,3.2,3,1
20200000,Santo Cristo,-22.916072,-43.204218,prefixo3,1.9,1,1
20201320,Catumbi,-22.916072,-43.204218,prefixo3,1.9,1,1
20210030,Cidade Nova,-22.907017,-43.194719,cep_exato,1.7,1,77
20210031,Cidade Nova,-22.903770,-43.188051,cep_exato,1.6,1,5
20210051,Cidade Nova,-22.905394,-43.191385,prefixo5,1.7,1,48
20210052,Cidade Nova,-22.905394,-43.191385,prefixo5,1.7,1,53
20210072,Santo Cristo,-22.905394,-43.191385,prefixo5,1.7,1,4
20210200,Estácio,-22.905394,-43.191385,prefixo5,1.7,1,2
20210320,Catumbi,-22.905394,-43.191385,prefixo5,1.7,1,2
20210910,Santo Cristo,-22.905394,-43.191385,prefixo5,1.7,1,9
20210911,Cidade Nova,-22.905394,-43.191385,prefixo5,1.7,1,3
20211000,Cidade Nova,-22.912339,-43.196405,prefixo5,1.9,1,94
20211005,Centro,-22.912339,-43.196405,prefixo5,1.9,1,9
20211010,Centro,-22.912339,-43.196405,prefixo5,1.9,1,24
20211015,Estácio,-22.912339,-43.196405,prefixo5,1.9,1,1
20211018,Estácio,-22.912339,-43.196405,prefixo5,1.9,1,96
20211020,Estácio,-22.912339,-43.196405,prefixo5,1.9,1,562
20211021,Estácio,-22.912339,-43.196405,prefixo5,1.9,1,4
20211025,Cidade Nova,-22.912339,-43.196405,prefixo5,1.9,1,19
20211030,Centro,-22.912339,-43.196405,prefixo5,1.9,1,4
20211035,Cidade Nova,-22.912339,-43.196405,prefixo5,1.9,1,3
20211040,Centro,-22.912339,-43.196405,prefixo5,1.9,1,23
20211045,Cidade Nova,-22.912339,-43.196405,prefixo5,1.9,1,9
20211050,Estácio,-22.912339,-43.196405,prefixo5,1.9,1,64
20211055,Cidade Nova,-22.912339,-43.196405,prefixo5,1.9,1,16
20211060,Cidade Nova,-22.912339,-43.196405,prefixo5,1.9,1,108
20211070,Cidade Nova,-22.912339,-43.196405,prefixo5,1.9,1,96
20211080,Cidade Nova,-22.912339,-43.196405,prefixo5,1.9,1,12
20211090,Cidade Nova,-22.912339,-43.196405,prefixo5,1.9,1,18
20211100,Cidade Nova,-22.912339,-43.196405,prefixo5,1.9,1,39
20211110,Cidade Nova,-22.912339,-43.196405,prefixo5,1.9,1,143
20211117,Cidade Nova,-22.912339,-43.196405,prefixo5,1.9,1,1
20211120,Cidade Nova,-22.912339,-43.196405,prefixo5,1.9,1,14
20211130,Centro,-22.912339,-43.196405,prefixo5,1.9,1,6
20211140,Cidade Nova,-22.912339,-43.196405,prefixo5,1.9,1,29
20211170,Cidade Nova,-22.912339,-43.196405,prefixo5,1.9,1,85
20211195,Catumbi,-22.912339,-43.196405,prefixo5,1.9,1,2
20211210,Cidade Nova,-22.912339,-43.196405,prefixo5,1.9,1,9
20211220,Cidade Nova,-22.912339,-43.196405,prefixo5,1.9,1,36
20211260,Cidade Nova,-22.911348,-43.196601,cep_exato,1.9,1,128
20211270,Estácio,-22.913974,-43.203886,cep_exato,1.9,1,65
20211280,Catumbi,-22.912339,-43.196405,prefixo5,1.9,1,27
20211282,Catumbi,-22.912339,-43.196405,prefixo5,1.9,1,5
20211284,Catumbi,-22.912339,-43.196405,prefixo5,1.9,1,9
20211290,Catumbi,-22.912339,-43.196405,prefixo5,1.9,1,102
20211295,Catumbi,-22.912339,-43.196405,prefixo5,1.9,1,71
20211300,Catumbi,-22.912339,-43.196405,prefixo5,1.9,1,1
20211320,Catumbi,-22.918929,-43.198010,cep_exato,1.8,1,1404
20211321,Catumbi,-22.912339,-43.196405,prefixo5,1.9,1,14
20211340,Centro,-22.912339,-43.196405,prefixo5,1.9,1,46
20211350,Centro,-22.908079,-43.186536,cep_exato,1.7,1,20
20211370,Catumbi,-22.912339,-43.196405,prefixo5,1.9,1,3
20211380,Catumbi,-22.912339,-43.196405,prefixo5,1.9,1,22
20211420,Catumbi,-22.912339,-43.196405,prefixo5,1.9,1,96
20211423,Centro,-22.912339,-43.196405,prefixo5,1.9,1,6
20211440,Catumbi,-22.912339,-43.196405,prefixo5,1.9,1,8
20211460,Catumbi,-22.912339,-43.196405,prefixo5,1.9,1,10
20211902,Centro,-22.912339,-43.196405,prefixo5,1.9,1,1
20215250,Catumbi,-22.916072,-43.204218,prefixo3,1.9,1,2
20220000,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,22
20220007,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,38
20220010,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,3
20220030,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,2
20220040,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,14
20220050,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,60
20220060,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,41
20220070,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,8
20220090,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,70
20220110,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,10
20220120,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,14
20220130,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,1
20220140,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,19
20220141,Gamboa,-22.899856,-43.198487,prefixo5,1.5,1,1
20220150,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,18
20220160,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,42
20220170,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,2
20220180,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,46
20220190,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,84
20220199,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,1
20220200,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,36
20220210,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,4
20220230,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,2
20220232,Gamboa,-22.899856,-43.198487,prefixo5,1.5,1,1
20220241,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,1
20220280,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,12
20220283,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,8
20220300,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,1
20220302,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,64
20220303,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,38
20220304,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,21
20220305,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,2
20220310,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,12
20220320,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,10
20220322,Gamboa,-22.899856,-43.198487,prefixo5,1.5,1,21
20220323,Gamboa,-22.899856,-43.198487,prefixo5,1.5,1,25
20220324,Gamboa,-22.899856,-43.198487,prefixo5,1.5,1,55
20220325,Gamboa,-22.899856,-43.198487,prefixo5,1.5,1,5
20220330,Gamboa,-22.899856,-43.198487,prefixo5,1.5,1,10
20220340,Gamboa,-22.899856,-43.198487,prefixo5,1.5,1,10
20220350,Gamboa,-22.899856,-43.198487,prefixo5,1.5,1,38
20220370,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,30
20220380,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,2
20220390,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,18
20220400,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,5
20220410,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,23
20220420,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,6
20220425,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,6
20220430,Gamboa,-22.899970,-43.205479,cep_exato,1.5,1,1
20220460,Saúde,-22.899856,-43.198487,prefixo5,1.5,1,6
20220470,Gamboa,-22.899856,-43.198487,prefixo5,1.5,1,43
20220500,Gamboa,-22.899856,-43.198487,prefixo5,1.5,1,26
20220505,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,8
20220510,Gamboa,-22.899856,-43.198487,prefixo5,1.5,1,11
20220530,Gamboa,-22.895647,-43.194240,cep_exato,1.6,1,43
20220550,Gamboa,-22.899856,-43.198487,prefixo5,1.5,1,17
20220571,Gamboa,-22.899856,-43.198487,prefixo5,1.5,1,6
20220590,Santo Cristo,-22.901430,-43.199405,cep_exato,1.5,1,255
20220600,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,1
20220601,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,22
20220611,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,5
20220612,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,1
20220620,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,165
20220630,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,5
20220640,Santo Cristo,-22.905089,-43.203153,cep_exato,1.5,1,46
20220650,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,6
20220660,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,139
20220670,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,27
20220680,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,7
20220690,Santo Cristo,-22.898108,-43.197524,cep_exato,1.6,1,204
20220700,Gamboa,-22.899856,-43.198487,prefixo5,1.5,1,119
20220720,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,1
20220730,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,4
20220750,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,248
20220770,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,40
20220780,Santo Cristo,-22.899856,-43.198487,prefixo5,1.5,1,12
20221000,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,21
20221010,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,25
20221020,Estácio,-22.916072,-43.204218,prefixo3,1.9,1,1
20221040,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,2
20221050,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,28
20221070,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,12
20221080,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,51
20221090,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,17
20221110,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,12
20221120,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,12
20221130,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,47
20221160,Saúde,-22.916072,-43.204218,prefixo3,1.9,1,13
20221170,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,39
20221180,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,2
20221192,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,32
20221193,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,22
20221194,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,48
20221195,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,40
20221199,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,1
20221200,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,2
20221210,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,5
20221220,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,29
20221230,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,107
20221240,Centro,-22.916072,-43.204218,prefixo3,1.9,1,44
20221270,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,28
20221290,Centro,-22.916072,-43.204218,prefixo3,1.9,1,40
20221291,Centro,-22.916072,-43.204218,prefixo3,1.9,1,12
20221310,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,238
20221320,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,10
20221330,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,42
20221350,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,1
20221360,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,5
20221370,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,27
20221380,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,139
20221390,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,58
20221400,Centro,-22.916072,-43.204218,prefixo3,1.9,1,18
20221410,Centro,-22.916072,-43.204218,prefixo3,1.9,1,5
20221422,Centro,-22.916072,-43.204218,prefixo3,1.9,1,29
20221423,Centro,-22.916072,-43.204218,prefixo3,1.9,1,26
20221424,Centro,-22.916072,-43.204218,prefixo3,1.9,1,39
20221425,Centro,-22.916072,-43.204218,prefixo3,1.9,1,66
20221430,Centro,-22.916072,-43.204218,prefixo3,1.9,1,13
20221440,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,7
20221590,Santo Cristo,-22.916072,-43.204218,prefixo3,1.9,1,3
20221900,Gamboa,-22.916072,-43.204218,prefixo3,1.9,1,14
20221903,Saúde,-22.916072,-43.204218,prefixo3,1.9,1,2
20223026,Centro,-22.916072,-43.204218,prefixo3,1.9,1,1
20224010,Santa Teresa,-22.916072,-43.204218,prefixo3,1.9,1,1
20224265,Santa Teresa,-22.916072,-43.204218,prefixo3,1.9,1,1
20227220,Estácio,-22.916072,-43.204218,prefixo3,1.9,1,2
20230000,Santa Tereza,-22.909511,-43.187442,prefixo5,1.7,1,134
20230010,Centro,-22.909511,-43.187442,prefixo5,1.7,1,136
20230011,Centro,-22.909511,-43.187442,prefixo5,1.7,1,193
20230012,Centro,-22.909511,-43.187442,prefixo5,1.7,1,49
20230013,Centro,-22.909511,-43.187442,prefixo5,1.7,1,78
20230014,Centro,-22.909511,-43.187442,prefixo5,1.7,1,137
20230015,Centro,-22.909511,-43.187442,prefixo5,1.7,1,41
20230020,Centro,-22.909511,-43.187442,prefixo5,1.7,1,1
20230023,Centro,-22.909511,-43.187442,prefixo5,1.7,1,8
20230024,Centro,-22.909511,-43.187442,prefixo5,1.7,1,33
20230025,Centro,-22.909511,-43.187442,prefixo5,1.7,1,23
20230026,Centro,-22.909511,-43.187442,prefixo5,1.7,1,36
20230030,Santa Tereza,-22.909511,-43.187442,prefixo5,1.7,1,51
20230050,Centro,-22.909511,-43.187442,prefixo5,1.7,1,40
20230070,Centro,-22.910423,-43.182465,cep_exato,1.7,1,19
20230080,Santa Tereza,-22.909511,-43.187442,prefixo5,1.7,1,35
20230100,Santa Tereza,-22.909511,-43.187442,prefixo5,1.7,1,48
20230111,Centro,-22.909511,-43.187442,prefixo5,1.7,1,2
20230130,Centro,-22.909511,-43.187442,prefixo5,1.7,1,3
20230140,Centro,-22.909511,-43.187442,prefixo5,1.7,1,6
20230150,Centro,-22.909511,-43.187442,prefixo5,1.7,1,23
20230151,Centro,-22.909511,-43.187442,prefixo5,1.7,1,63
20230152,Centro,-22.909511,-43.187442,prefixo5,1.7,1,19
20230153,Centro,-22.909511,-43.187442,prefixo5,1.7,1,6
20230160,Centro,-22.909511,-43.187442,prefixo5,1.7,1,28
20230170,Centro,-22.909511,-43.187442,prefixo5,1.7,1,51
20230180,Centro,-22.909511,-43.187442,prefixo5,1.7,1,55
20230192,Centro,-22.909511,-43.187442,prefixo5,1.7,1,27
20230193,Centro,-22.909511,-43.187442,prefixo5,1.7,1,100
20230194,Centro,-22.909511,-43.187442,prefixo5,1.7,1,17
20230195,Centro,-22.909511,-43.187442,prefixo5,1.7,1,77
20230210,Centro,-22.909511,-43.187442,prefixo5,1.7,1,1
20230220,Centro,-22.906898,-43.193638,cep_exato,1.7,1,5
20230240,Centro,-22.909511,-43.187442,prefixo5,1.7,1,13
20230250,Centro,-22.909387,-43.196174,cep_exato,1.7,1,21
20230260,Centro,-22.909511,-43.187442,prefixo5,1.7,1,106
20230261,Centro,-22.909511,-43.187442,prefixo5,1.7,1,50
20230330,Tijuca,-22.909511,-43.187442,prefixo5,1.7,1,1
20230460,Rio Comprido,-22.909511,-43.187442,prefixo5,1.7,1,3
20230820,Irajá,-22.909511,-43.187442,prefixo5,1.7,1,1
20231000,Centro,-22.916777,-43.185969,prefixo5,1.7,1,11
20231003,Centro,-22.916777,-43.185969,prefixo5,1.7,1,38
20231004,Centro,-22.916777,-43.185969,prefixo5,1.7,1,4
20231005,Centro,-22.916777,-43.185969,prefixo5,1.7,1,43
20231006,Centro,-22.916777,-43.185969,prefixo5,1.7,1,92
20231013,Centro,-22.916777,-43.185969,prefixo5,1.7,1,3
20231014,Centro,-22.916777,-43.185969,prefixo5,1.7,1,6
20231015,Centro,-22.916777,-43.185969,prefixo5,1.7,1,26
20231016,Centro,-22.916777,-43.185969,prefixo5,1.7,1,62
20231020,Centro,-22.916777,-43.185969,prefixo5,1.7,1,15
20231030,Centro,-22.916777,-43.185969,prefixo5,1.7,1,62
20231031,Centro,-22.916777,-43.185969,prefixo5,1.7,1,30
20231032,Centro,-22.916777,-43.185969,prefixo5,1.7,1,1
20231043,Centro,-22.916777,-43.185969,prefixo5,1.7,1,5
20231044,Centro,-22.916777,-43.185969,prefixo5,1.7,1,29
20231045,Centro,-22.916777,-43.185969,prefixo5,1.7,1,6
20231046,Centro,-22.916777,-43.185969,prefixo5,1.7,1,32
20231047,Centro,-22.916777,-43.185969,prefixo5,1.7,1,9
